Start time,End time,Hall-Bedroom door,Hall-Bathroom door,ToiletFlush,Plates cupboard,Fridge,Microwave,Groceries Cupboard,Hall-Toilet door,Frontdoor,Pans Cupboard,Freezer,Cups cupboard,Dishwasher,Washingmachine,Label,Label_ID
2008-03-10 09:26:00,2008-03-10 09:26:00,,,,1,2,,1,1,,,,,,,prepare Breakfast,13
2008-03-10 09:47:00,2008-03-10 09:47:00,,,,,,,,1,,,,,,,take shower,5
2008-03-10 09:55:00,2008-03-10 09:55:00,,,,,,,,2,,,,,,,take shower,5
2008-03-10 10:29:00,2008-03-10 10:29:00,,,,,,,,,1,,,,,,leave house,1
2008-03-10 10:29:00,2008-03-10 10:29:00,,,,,,,,,2,,,,,,leave house,1
2008-03-10 10:30:00,2008-03-10 10:30:00,,,,,,,,,3,,,,,,leave house,1
2008-03-11 09:01:00,2008-03-11 09:01:00,,,1,,,,,,,,,,,,use toilet,4
2008-03-11 09:01:00,2008-03-11 09:01:00,,,2,,,,,,,,,,,,use toilet,4
2008-03-11 09:18:00,2008-03-11 09:18:00,,,1,,,,,,,,,,,,use toilet,4
2008-03-11 09:18:00,2008-03-11 09:18:00,,,2,,,,,,,,,,,,use toilet,4
2008-03-11 09:18:00,2008-03-11 09:18:00,,,2,,,,,1,,,,,,,use toilet,4
2008-03-11 09:18:00,2008-03-11 09:18:00,,,2,,,,,2,,,,,,,use toilet,4
2008-03-11 09:18:00,2008-03-11 09:18:00,,,1,,,,,,,,,,,,take shower,5
2008-03-11 09:18:00,2008-03-11 09:18:00,,,2,,,,,,,,,,,,take shower,5
2008-03-11 09:18:00,2008-03-11 09:18:00,,,2,,,,,1,,,,,,,take shower,5
2008-03-11 09:18:00,2008-03-11 09:18:00,,,2,,,,,2,,,,,,,take shower,5
2008-03-11 09:26:00,2008-03-11 09:26:00,,,2,,,,,3,,,,,,,take shower,5
2008-03-11 09:33:00,2008-03-11 09:33:00,,,,,,,,,1,,,,,,leave house,1
2008-03-12 08:42:00,2008-03-12 08:42:00,,,1,,,,,,,,,,,,use toilet,4
2008-03-12 09:48:00,2008-03-12 09:48:00,,,,,1,,,,,,,,,,prepare Breakfast,13
2008-03-12 09:48:00,2008-03-12 09:48:00,,,,,2,,,,,,,,,,prepare Breakfast,13
2008-03-12 09:49:00,2008-03-12 09:49:00,,,,,2,,,,,,1,,,,prepare Breakfast,13
2008-03-12 09:49:00,2008-03-12 09:49:00,,,,1,2,,,,,,1,,,,prepare Breakfast,13
2008-03-12 09:50:00,2008-03-12 09:50:00,,,,1,2,,,,,,2,,,,prepare Breakfast,13
2008-03-12 09:51:00,2008-03-12 09:51:00,,,,1,3,,,,,,2,,,,prepare Breakfast,13
2008-03-12 09:52:00,2008-03-12 09:52:00,,,,1,4,,,,,,2,,,,prepare Breakfast,13
2008-03-12 09:59:00,2008-03-12 09:59:00,,,,,,,,,,,,1,,,get drink,17
2008-03-12 09:59:00,2008-03-12 09:59:00,,,,,1,,,,,,,1,,,get drink,17
2008-03-12 11:04:00,2008-03-12 11:04:00,,,1,,,,,,,,,,,,use toilet,4
2008-03-12 11:04:00,2008-03-12 11:04:00,,,2,,,,,,,,,,,,use toilet,4
2008-03-12 11:10:00,2008-03-12 11:10:00,,,,,,,,,1,,,,,,leave house,1
2008-03-12 12:21:00,2008-03-12 12:21:00,,,,,,,,,2,,,,,,leave house,1
2008-03-12 12:41:00,2008-03-12 12:41:00,,,,,,,,1,,,,,,,take shower,5
2008-03-12 12:54:00,2008-03-12 12:54:00,,,,,,,,,1,,,,,,leave house,1
2008-03-12 12:55:00,2008-03-12 12:55:00,,,,,,,,,2,,,,,,leave house,1
2008-03-13 08:22:00,2008-03-13 08:22:00,,,,,,,,1,,,,,,,use toilet,4
2008-03-13 08:22:00,2008-03-13 08:22:00,,,1,,,,,1,,,,,,,use toilet,4
2008-03-13 09:19:00,2008-03-13 09:20:00,,,,1,,,,,,,,,,,prepare Breakfast,13
2008-03-13 09:19:00,2008-03-13 09:19:00,,,,1,,,1,,,,,,,,prepare Breakfast,13
2008-03-13 09:20:00,2008-03-13 09:20:00,,,,1,,,2,,,,,,,,prepare Breakfast,13
2008-03-13 09:20:00,2008-03-13 09:20:00,,,,1,,,3,,,,,,,,prepare Breakfast,13
2008-03-13 09:20:00,2008-03-13 09:20:00,,,,1,,,4,,,,,,,,prepare Breakfast,13
2008-03-13 09:20:00,2008-03-13 09:20:00,,,,1,1,,4,,,,,,,,prepare Breakfast,13
2008-03-13 09:41:00,2008-03-13 09:41:00,,,,,,,,1,,,,,,,take shower,5
2008-03-13 09:47:00,2008-03-13 09:47:00,,,,,,,,2,,,,,,,take shower,5
2008-03-13 09:57:00,2008-03-13 09:57:00,,,,,,,,,1,,,,,,leave house,1
2008-03-14 09:12:00,2008-03-14 09:12:00,,1,,,,,,,,,,,,,use toilet,4
2008-03-14 09:13:00,2008-03-14 09:13:00,,1,1,,,,,,,,,,,,use toilet,4
2008-03-14 09:14:00,2008-03-14 09:14:00,,2,1,,,,,,,,,,,,use toilet,4
2008-03-14 09:14:00,2008-03-14 09:14:00,,2,2,,,,,,,,,,,,use toilet,4
2008-03-14 09:15:00,2008-03-14 09:15:00,,,,1,,,,,,,,,,,prepare Breakfast,13
2008-03-14 09:15:00,2008-03-14 09:15:00,,,,1,,,1,,,,,,,,prepare Breakfast,13
2008-03-14 09:15:00,2008-03-14 09:15:00,,,,1,1,,1,,,,,,,,prepare Breakfast,13
2008-03-14 09:18:00,2008-03-14 09:18:00,,,,2,1,,1,,,,,,,,prepare Breakfast,13
2008-03-14 09:57:00,2008-03-14 09:57:00,,1,,,,,,,,,,,,,use toilet,4
2008-03-14 09:59:00,2008-03-14 09:59:00,,1,1,,,,,,,,,,,,use toilet,4
2008-03-14 10:00:00,2008-03-14 10:00:00,,2,1,,,,,,,,,,,,use toilet,4
2008-03-14 10:00:00,2008-03-14 10:00:00,,2,1,,,,,1,,,,,,,use toilet,4
2008-03-14 10:31:00,2008-03-14 10:31:00,,,,,,,,1,,,,,,,take shower,5
2008-03-14 10:31:00,2008-03-14 10:31:00,,,,,,,,2,,,,,,,take shower,5
2008-03-14 10:40:00,2008-03-14 10:40:00,,,,,,,,3,,,,,,,take shower,5
2008-03-14 10:49:00,2008-03-14 10:49:00,,,,,,,,,1,,,,,,leave house,1
2008-03-15 08:59:00,2008-03-15 08:59:00,1,,,,,,,,,,,,,,use toilet,4
2008-03-15 08:59:00,2008-03-15 08:59:00,1,1,,,,,,,,,,,,,use toilet,4
2008-03-15 08:59:00,2008-03-15 09:00:00,1,2,,,,,,,,,,,,,use toilet,4
2008-03-15 08:59:00,2008-03-15 09:00:00,2,2,,,,,,,,,,,,,use toilet,4
2008-03-15 09:00:00,2008-03-15 09:00:00,2,2,1,,,,,,,,,,,,use toilet,4
2008-03-15 10:07:00,2008-03-15 10:07:00,,1,,,,,,,,,,,,,use toilet,4
2008-03-15 10:09:00,2008-03-15 10:09:00,,1,1,,,,,,,,,,,,use toilet,4
2008-03-15 10:09:00,2008-03-15 10:09:00,,1,2,,,,,,,,,,,,use toilet,4
2008-03-15 10:09:00,2008-03-15 10:09:00,,2,2,,,,,,,,,,,,use toilet,4
2008-03-15 10:09:00,2008-03-15 10:09:00,,2,2,,,,,1,,,,,,,use toilet,4
2008-03-15 10:09:00,2008-03-15 10:09:00,,2,2,,1,,,1,,,,,,,use toilet,4
2008-03-15 10:09:00,2008-03-15 10:09:00,,2,2,,2,,,1,,,,,,,use toilet,4
2008-03-15 10:09:00,2008-03-15 10:09:00,,,1,,,,,,,,,,,,prepare Breakfast,13
2008-03-15 10:09:00,2008-03-15 10:09:00,,,2,,,,,,,,,,,,prepare Breakfast,13
2008-03-15 10:09:00,2008-03-15 10:09:00,,1,2,,,,,,,,,,,,prepare Breakfast,13
2008-03-15 10:09:00,2008-03-15 10:09:00,,1,2,,,,,1,,,,,,,prepare Breakfast,13
2008-03-15 10:09:00,2008-03-15 10:09:00,,1,2,,1,,,1,,,,,,,prepare Breakfast,13
2008-03-15 10:09:00,2008-03-15 10:09:00,,1,2,,2,,,1,,,,,,,prepare Breakfast,13
2008-03-15 10:10:00,2008-03-15 10:10:00,,1,2,1,2,,,1,,,,,,,prepare Breakfast,13
2008-03-15 10:10:00,2008-03-15 10:10:00,,1,2,1,2,,1,1,,,,,,,prepare Breakfast,13
2008-03-15 10:10:00,2008-03-15 10:10:00,,1,2,1,3,,1,1,,,,,,,prepare Breakfast,13
2008-03-15 10:40:00,2008-03-15 10:40:00,,1,,,,,,,,,,,,,use toilet,4
2008-03-15 10:41:00,2008-03-15 10:41:00,,2,,,,,,,,,,,,,use toilet,4
2008-03-15 12:36:00,2008-03-15 12:36:00,,1,,,,,,,,,,,,,use toilet,4
2008-03-15 12:37:00,2008-03-15 12:37:00,,2,,,,,,,,,,,,,use toilet,4
2008-03-16 09:05:00,2008-03-16 09:05:00,1,,,,,,,,,,,,,,go to bed,10
2008-03-16 09:06:00,2008-03-16 09:06:00,1,1,,,,,,,,,,,,,go to bed,10
2008-03-16 09:06:00,2008-03-16 09:06:00,,1,,,,,,,,,,,,,use toilet,4
2008-03-16 09:07:00,2008-03-16 09:07:00,,1,1,,,,,,,,,,,,use toilet,4
2008-03-16 09:07:00,2008-03-16 09:07:00,,2,1,,,,,,,,,,,,use toilet,4
2008-03-16 09:07:00,2008-03-16 09:07:00,,3,1,,,,,,,,,,,,use toilet,4
2008-03-16 09:07:00,2008-03-16 09:07:00,,3,2,,,,,,,,,,,,use toilet,4
2008-03-16 09:20:00,2008-03-16 09:20:00,,1,,,,,,,,,,,,,use toilet,4
2008-03-16 09:22:00,2008-03-16 09:22:00,,1,1,,,,,,,,,,,,use toilet,4
2008-03-16 09:22:00,2008-03-16 09:22:00,,2,1,,,,,,,,,,,,use toilet,4
2008-03-16 09:22:00,2008-03-16 09:22:00,,2,1,,,,,1,,,,,,,use toilet,4
2008-03-16 09:22:00,2008-03-16 09:23:00,,2,1,,,,,2,,,,,,,use toilet,4
2008-03-16 10:04:00,2008-03-16 10:04:00,,,,1,,,,,,,,,,,prepare Breakfast,13
2008-03-16 10:04:00,2008-03-16 10:04:00,,,,2,,,,,,,,,,,prepare Breakfast,13
2008-03-16 10:04:00,2008-03-16 10:04:00,,,,2,,,1,,,,,,,,prepare Breakfast,13
2008-03-16 10:04:00,2008-03-16 10:04:00,,,,2,1,,1,,,,,,,,prepare Breakfast,13
2008-03-16 10:04:00,2008-03-16 10:04:00,,,,2,2,,1,,,,,,,,prepare Breakfast,13
2008-03-16 10:42:00,2008-03-16 10:42:00,,,,,,,,1,,,,,,,take shower,5
2008-03-16 10:48:00,2008-03-16 10:48:00,,,,,,,,2,,,,,,,take shower,5
2008-03-16 11:27:00,2008-03-16 11:27:00,,,,,,,,,1,,,,,,leave house,1
2008-03-16 11:37:00,2008-03-16 11:37:00,,,,,,,,,2,,,,,,leave house,1
2008-03-16 11:51:00,2008-03-16 11:51:00,,,,,,,,,2,,,,,1,leave house,1
2008-03-16 11:51:00,2008-03-16 11:51:00,,,,,,,,,2,,,,,2,leave house,1
2008-03-16 11:55:00,2008-03-16 11:55:00,,,,,,,,,3,,,,,2,leave house,1
2008-03-16 12:35:00,2008-03-16 12:35:00,,,,,,,,,4,,,,,2,leave house,1
2008-03-16 12:36:00,2008-03-16 12:36:00,,,,,,,,,5,,,,,2,leave house,1
2008-03-16 12:36:00,2008-03-16 12:37:00,,1,,,,,,,5,,,,,2,leave house,1
2008-03-16 12:37:00,2008-03-16 12:37:00,,1,1,,,,,,5,,,,,2,leave house,1
2008-03-16 12:37:00,2008-03-16 12:37:00,,2,1,,,,,,5,,,,,2,leave house,1
2008-03-16 13:07:00,2008-03-16 13:07:00,,2,1,,,,,1,5,,,,,2,leave house,1
2008-03-16 13:07:00,2008-03-16 13:10:00,,2,1,,,,,2,5,,,,,2,leave house,1
2008-03-16 13:08:00,2008-03-16 13:09:00,,3,1,,,,,2,5,,,,,2,leave house,1
2008-03-16 13:08:00,2008-03-16 13:08:00,,3,2,,,,,2,5,,,,,2,leave house,1
2008-03-16 13:11:00,2008-03-16 13:11:00,,3,2,,,,,3,5,,,,,2,leave house,1
2008-03-16 13:14:00,2008-03-16 13:16:00,,3,2,,,,,4,5,,,,,2,leave house,1
2008-03-16 13:16:00,2008-03-16 13:43:00,,3,2,,,,,5,5,,,,,2,leave house,1
2008-03-16 13:43:00,2008-03-16 13:43:00,,3,2,,,,,6,5,,,,,2,leave house,1
2008-03-16 13:54:00,2008-03-16 13:54:00,,3,2,,1,,,6,5,,,,,2,leave house,1
2008-03-16 13:54:00,2008-03-16 13:54:00,,3,2,,2,,,6,5,,,,,2,leave house,1
2008-03-16 13:54:00,2008-03-16 13:55:00,,3,2,,2,,1,6,5,,,,,2,leave house,1
2008-03-16 13:55:00,2008-03-16 13:55:00,,3,2,,2,,2,6,5,,,,,2,leave house,1
2008-03-16 13:55:00,2008-03-16 13:55:00,,3,2,,2,,3,6,5,,,,,2,leave house,1
2008-03-16 13:55:00,2008-03-16 13:55:00,,3,2,,2,,4,6,5,,,,,2,leave house,1
2008-03-16 13:55:00,2008-03-16 13:55:00,,3,2,,2,,4,6,5,,1,,,2,leave house,1
2008-03-16 13:55:00,2008-03-16 13:55:00,,3,2,,2,,5,6,5,,1,,,2,leave house,1
2008-03-16 13:55:00,2008-03-16 13:55:00,,3,2,,2,,6,6,5,,1,,,2,leave house,1
2008-03-16 13:56:00,2008-03-16 13:56:00,,3,2,1,2,,6,6,5,,1,,,2,leave house,1
2008-03-16 13:56:00,2008-03-16 13:56:00,,3,2,1,2,,7,6,5,,1,,,2,leave house,1
2008-03-16 13:56:00,2008-03-16 13:56:00,,3,2,2,2,,7,6,5,,1,,,2,leave house,1
2008-03-16 13:56:00,2008-03-16 13:56:00,,3,2,2,2,,7,6,5,,1,1,,2,leave house,1
2008-03-17 08:30:00,2008-03-17 08:30:00,,1,,,,,,,,,,,,,use toilet,4
2008-03-17 08:30:00,2008-03-17 08:30:00,,1,1,,,,,,,,,,,,use toilet,4
2008-03-17 08:31:00,2008-03-17 08:31:00,,2,1,,,,,,,,,,,,use toilet,4
2008-03-17 08:31:00,2008-03-17 08:31:00,,1,,,,,,,,,,,,,prepare Breakfast,13
2008-03-17 08:32:00,2008-03-17 08:32:00,,1,,1,,,,,,,,,,,prepare Breakfast,13
2008-03-17 08:32:00,2008-03-17 08:32:00,,1,,1,,,1,,,,,,,,prepare Breakfast,13
2008-03-17 08:32:00,2008-03-17 08:32:00,,1,,1,1,,1,,,,,,,,prepare Breakfast,13
2008-03-17 08:32:00,2008-03-17 08:32:00,,1,,1,2,,1,,,,,,,,prepare Breakfast,13
2008-03-17 08:54:00,2008-03-17 08:54:00,,,,,,,,1,,,,,,,take shower,5
2008-03-17 08:54:00,2008-03-17 08:54:00,,,,,,,,2,,,,,,,take shower,5
2008-03-17 09:02:00,2008-03-17 09:02:00,,,,,,,,3,,,,,,,take shower,5
2008-03-17 09:09:00,2008-03-17 09:09:00,,1,,,,,,,,,,,,,use toilet,4
2008-03-17 09:12:00,2008-03-17 09:12:00,,1,1,,,,,,,,,,,,use toilet,4
2008-03-17 09:13:00,2008-03-17 09:13:00,,1,2,,,,,,,,,,,,use toilet,4
2008-03-17 09:13:00,2008-03-17 09:14:00,,2,2,,,,,,,,,,,,use toilet,4
2008-03-17 09:14:00,2008-03-17 09:14:00,,3,2,,,,,,,,,,,,use toilet,4
2008-03-17 09:14:00,2008-03-17 09:14:00,,4,2,,,,,,,,,,,,use toilet,4
2008-03-17 09:14:00,2008-03-17 09:14:00,,5,2,,,,,,,,,,,,use toilet,4
2008-03-17 09:16:00,2008-03-17 09:16:00,,,,,,,,,1,,,,,,leave house,1
2008-03-18 08:15:00,2008-03-18 08:15:00,,1,,,,,,,,,,,,,use toilet,4
2008-03-18 08:16:00,2008-03-18 08:16:00,,1,1,,,,,,,,,,,,use toilet,4
2008-03-18 08:18:00,2008-03-18 08:18:00,,1,2,,,,,,,,,,,,use toilet,4
2008-03-18 08:18:00,2008-03-18 08:18:00,,1,3,,,,,,,,,,,,use toilet,4
2008-03-18 08:19:00,2008-03-18 08:19:00,,1,4,,,,,,,,,,,,use toilet,4
2008-03-18 08:19:00,2008-03-18 08:19:00,,1,4,,,,,1,,,,,,,use toilet,4
2008-03-18 08:20:00,2008-03-18 08:20:00,,,,1,,,,,,,,,,,prepare Breakfast,13
2008-03-18 08:20:00,2008-03-18 08:20:00,,,,1,,,,,,,1,,,,prepare Breakfast,13
2008-03-18 08:21:00,2008-03-18 08:21:00,,,,1,,,,,,,2,,,,prepare Breakfast,13
2008-03-18 08:21:00,2008-03-18 08:21:00,,,,1,,1,,,,,2,,,,prepare Breakfast,13
2008-03-18 08:22:00,2008-03-18 08:22:00,,,,1,,2,,,,,2,,,,prepare Breakfast,13
2008-03-18 08:22:00,2008-03-18 08:22:00,,,,1,1,2,,,,,2,,,,prepare Breakfast,13
2008-03-18 08:23:00,2008-03-18 08:23:00,,,,1,2,2,,,,,2,,,,prepare Breakfast,13
2008-03-18 08:39:00,2008-03-18 08:39:00,,,,,,,,1,,,,,,,take shower,5
2008-03-18 08:52:00,2008-03-18 08:52:00,,,,,,,,2,,,,,,,take shower,5
2008-03-18 09:15:00,2008-03-18 09:15:00,,,,,,,,,1,,,,,,leave house,1
2008-03-19 09:38:00,2008-03-19 09:38:00,,,,,1,,,,,,,,,,prepare Breakfast,13
2008-03-19 09:38:00,2008-03-19 09:38:00,,,,,1,,1,,,,,,,,prepare Breakfast,13
2008-03-19 09:38:00,2008-03-19 09:38:00,,,,,1,,1,,,,1,,,,prepare Breakfast,13
2008-03-19 09:39:00,2008-03-19 09:39:00,,,,,2,,1,,,,1,,,,prepare Breakfast,13
2008-03-19 09:39:00,2008-03-19 09:39:00,,,,,2,1,1,,,,1,,,,prepare Breakfast,13
2008-03-19 09:39:00,2008-03-19 09:39:00,,,,,2,1,1,,,,2,,,,prepare Breakfast,13
2008-03-19 09:39:00,2008-03-19 09:39:00,,,,,2,1,1,,,,2,1,,,prepare Breakfast,13
2008-03-19 09:40:00,2008-03-19 09:40:00,,,,,2,2,1,,,,2,1,,,prepare Breakfast,13
2008-03-19 09:48:00,2008-03-19 09:48:00,,1,,,,,,,,,,,,,use toilet,4
2008-03-19 09:49:00,2008-03-19 09:49:00,,1,1,,,,,,,,,,,,use toilet,4
2008-03-19 09:49:00,2008-03-19 09:49:00,,2,1,,,,,,,,,,,,use toilet,4
2008-03-19 09:49:00,2008-03-19 09:49:00,,2,2,,,,,,,,,,,,use toilet,4
2008-03-19 09:49:00,2008-03-19 09:49:00,,,1,,,,,,,,,,,,take shower,5
2008-03-19 09:49:00,2008-03-19 09:49:00,,1,1,,,,,,,,,,,,take shower,5
2008-03-19 09:49:00,2008-03-19 09:49:00,,1,2,,,,,,,,,,,,take shower,5
2008-03-19 09:58:00,2008-03-19 09:58:00,,1,2,,,,,1,,,,,,,take shower,5
2008-03-19 10:09:00,2008-03-19 10:09:00,,,,,,,,,1,,,,,,leave house,1
2008-03-19 10:09:00,2008-03-19 10:09:00,,,,,,,,,2,,,,,,leave house,1
2008-03-20 08:45:00,2008-03-20 08:45:00,,1,,,,,,,,,,,,,use toilet,4
2008-03-20 08:46:00,2008-03-20 08:46:00,,1,1,,,,,,,,,,,,use toilet,4
2008-03-20 08:46:00,2008-03-20 08:47:00,,2,1,,,,,,,,,,,,use toilet,4
2008-03-20 09:12:00,2008-03-20 09:12:00,,,,1,,,,,,,,,,,prepare Breakfast,13
2008-03-20 09:12:00,2008-03-20 09:12:00,,,,1,,,,,,,1,,,,prepare Breakfast,13
2008-03-20 09:12:00,2008-03-20 09:12:00,,,,2,,,,,,,1,,,,prepare Breakfast,13
2008-03-20 09:12:00,2008-03-20 09:12:00,,,,3,,,,,,,1,,,,prepare Breakfast,13
2008-03-20 09:12:00,2008-03-20 09:12:00,,,,3,,1,,,,,1,,,,prepare Breakfast,13
2008-03-20 09:12:00,2008-03-20 09:12:00,,,,3,,1,,,,,2,,,,prepare Breakfast,13
2008-03-20 09:13:00,2008-03-20 09:13:00,,,,3,,2,,,,,2,,,,prepare Breakfast,13
2008-03-20 09:14:00,2008-03-20 09:14:00,,,,3,,2,1,,,,2,,,,prepare Breakfast,13
2008-03-20 09:14:00,2008-03-20 09:14:00,,,,3,1,2,1,,,,2,,,,prepare Breakfast,13
2008-03-20 09:14:00,2008-03-20 09:15:00,,,,3,2,2,1,,,,2,,,,prepare Breakfast,13
2008-03-20 09:42:00,2008-03-20 09:42:00,,,,,,,,1,,,,,,,take shower,5
2008-03-20 09:42:00,2008-03-20 09:43:00,,,,,,,,2,,,,,,,take shower,5
2008-03-20 09:43:00,2008-03-20 09:43:00,,,,,,,,3,,,,,,,take shower,5
2008-03-20 09:49:00,2008-03-20 09:49:00,,,,,,,,4,,,,,,,take shower,5
2008-03-20 09:57:00,2008-03-20 09:57:00,,,,,,,,,1,,,,,,leave house,1
2008-03-21 08:30:00,2008-03-21 08:31:00,1,,,,,,,,,,,,,,use toilet,4
2008-03-21 08:31:00,2008-03-21 08:31:00,1,1,,,,,,,,,,,,,use toilet,4
2008-03-21 08:31:00,2008-03-21 08:31:00,1,1,1,,,,,,,,,,,,use toilet,4
2008-03-21 08:31:00,2008-03-21 08:31:00,1,2,1,,,,,,,,,,,,use toilet,4
2008-03-21 09:13:00,2008-03-21 09:13:00,,1,,,,,,,,,,,,,use toilet,4
2008-03-21 09:14:00,2008-03-21 09:14:00,,1,1,,,,,,,,,,,,use toilet,4
2008-03-21 09:14:00,2008-03-21 09:15:00,,2,1,,,,,,,,,,,,use toilet,4
2008-03-21 09:17:00,2008-03-21 09:17:00,,,,,,,,1,,,,,,,take shower,5
2008-03-21 09:24:00,2008-03-21 09:24:00,,,,,,,,2,,,,,,,take shower,5
2008-03-21 09:42:00,2008-03-21 09:42:00,,,,,,,,,1,,,,,,leave house,1
